,audio_name,audio_id1,audio_id2,text_1,text2,lev_distance
1172,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então eu sou três quartos espanhola e um quarto brasileira, né?","Então eu sou três quartos espanhola e um quarto brasileira, né?",0.0
1173,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"(risos) Porque na família desse meu avô tem as três raças eh as quais a gente denomina as raças formadoras da da nossa da da nossa brasilidade, né?","Porque na família desse meu avô tem as três raças, eh que as quais a gente denomina as raças formadoras da, da nossa da nossa brasilidade, né?",17.0
1174,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Maravilha. E assim,",Maravilha. E assim,1.0
1175,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E assim, como você reconhece esse lado espanhol no seu dia a dia, na sua família? Como é que","E como, como você reconhece assim esse lado espanhol, assim no seu dia a dia, na sua família? Como é que. Não",23.0
1176,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Olha, na minha família, particularmente no contato com as minhas tias, são mulheres muito longevas do lado da minha mãe, né.","Olha, na minha família, particularmente no contato com as minhas tias, com as min, são mulheres muito longevas do lado da minha mãe, né.",12.0
1177,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Do lado do meu pai já não são tantas, tão longevas.","Do lado do meu pai já não são tantas, eh tão longevas.",3.0
1178,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Eu me reconheço, às vezes eu me sinto num filme do Almodóvar.","Eu me reconhe, às vezes eu me sinto num filme do Almodóvar.",2.0
1179,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, isso eu vim vim descobrindo ao longo do tempo e depois do Almodóvar evidentemente, né, porque eu convivi com minha bisavó, a mãe da minha avó, convivi durante quase cem anos com a mãe da minha mãe.","Então, isso eu vim, vim descobrindo ao longo do tempo e depois do Almodóvar, evidentemente, né, porque eu convivi com minha bisavó, a mãe da minha avó, convivi durante quase cem anos com a mãe da minha mãe.",2.0
1180,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,###,0.0
1181,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, tem falas da minha bisavó que eu reconheço em uns alguns filmes do Almodóvar.","Então, tem falas da minha bisavó que eu reconheço nos fil, em uns filmes do Almodóvar. e",12.0
1182,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, eu fui criada em espanhol e português dentro de casa, né, praticamente.","Então, eu fui criada em espanhol e, e português dentro de casa, né, praticamente. Então",9.0
1183,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"( ) A gente não fala espanhol, essa geração, mas se entende perfeitamente.","Eu, nó, a gente não fala espanhol, essa geração, mas se entende perfeitamente.",7.0
1184,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Quando eu fui morar na Espanha, que eu fui, eu morei na Espanha durante um ano, um ano e pouco,","Quando eu fui morar na Espanha, que eu fui, eu morei na Espanha durante um ano, um ano e pouco,",0.0
1185,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Eu cheguei e as pessoas achavam que eu sabia falar espanhol.,Eu cheguei e as pessoas achavam que eu sabia falar espanhol.,0.0
1186,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Na verdade, eu tinha aprendido espanhol.","Na verdade, eu tinha aprendido espanhol.",0.0
1187,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Eu fui estudar gramática, mas durante pouco tempo.","Eu fui estudar gramática, mas durante pouco tempo.",0.0
1188,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E eu sabia falar espanhol, sabia escrever espanhol.","E eu sabia falar espanhol, sabia escrever espanhol.",0.0
1189,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, que dizem que é uma língua muito parecida com português, mas não é tanto.","Então, que dizem que é uma língua muito parecida com português, mas não é tanto.",0.0
1190,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, digamos assim que minha família está mais para Almodóvar e Grandes Sertões Veredas (riso), grandes ( ) ","Então, digamos assim que minha família está mais para Almodóvar e grandes sertões veredas (riso) Grande ser",11.0
1191,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Porque meu avô é de uma região muito próximo do do norte de Minas Gerais. Ele é ( ) ,"Porque meu avô é de uma região muito próximo do, do norte de Minas Gerais. Ele é, ele",6.0
1192,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,###,0.0
1193,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Ganhou um prêmio Jabuti.,Ganhou um prêmio Jabuti.,0.0
1194,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,É mesmo? é.,É mesmo? É,2.0
1195,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Por uma das obras dele, que chama Porto Calendário e.",53.0
1196,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E ele se correspondia com o autor do Grande Sertão Veredas, o Guimarães Rosa.","E ele se correspondia com o autor do Grande Sertão Veredas, o Guimarães Rosa. e",2.0
1197,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,E tem proximidade entre as literaturas e as regiões.,E tem proximidade entre as literaturas e as regiões.,0.0
1198,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Então é Almodóvar e Grande Sertão Veredas.,Então é Almodóvar e Grande Sertão Veredas.,0.0
1199,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Que bárbaro!,"Que bárbaro! E, e",5.0
1200,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E o jeito das mulheres, assim?",E o jeito das mulheres assim?,1.0
1201,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Como que você descreveria essas Navas?,Como que você descreveria essas Navas?,0.0
1202,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"As Navas, da onde eu, eu puxei o meu sobrenome, porque vem dessa época que eu morei na Espanha.",95.0
1203,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Porque lá, o primeiro nome, que é o nome paterno, está colado no nome.","Porque lá, o primeiro nome, que é o nome paterno, está colado no nome.",0.0
1204,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Então você perde, quando você casa, os últimos sobrenomes.",58.0
1205,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,###,0.0
1206,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Então, eh e meu, não sem um, uma certa, na época eu não pensei nisso, mas a família do meu pai, que é uma família muito afirmativa e muito orgulhosa sobre o nome, aliás todas as famílias são e é assim que deve ser, achou um pouco estranho eu ter perdido o, o Alves de Castro, né.",279.0
1207,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,###,0.0
1208,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Mas eu achei primeiro um nome muito sonoro.,Mas eu achei primeiro um nome muito sonoro.,0.0
1209,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E eu vivi muito ligada durante mais tempo com essa parte da família do que com a mulherada da família do meu pai, que são muito espanholas também.","E eu vivi muito ligada durante mais tempo com essa parte da família do que com a par, a mulherada da família do meu pai, que são muito espanholas também.",7.0
1210,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Tem uma coisa nas mulheres espanholas, tanto do lado da da da minha mãe quanto do lado do meu pai, elas são muito rápidas, muito inteligentes e tem aquele acento no final.","Tem uma coisa nas mulheres espanholas, tanto do lado da, da, da minha mãe quanto do lado do meu pai, elas são muito rápidas, muito inteligentes e tem aquele acento (bate as mãos) no final.",17.0
1211,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,O Brasil tem um acento corporal e rítmico no meio.,O Brasil tem um acento corporal e rítmico no meio. a,2.0
1212,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,A Espanha é no um e no três,"A Espanha é, é no um e no três.",4.0
1213,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Nós somos no dois.,Nós somos no dois.,0.0
1214,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, assim, tá, tá, tá.","Então é assim, tá, tá, tá.",2.0
1215,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Quando você ver, acabou (riso). ","Quando você vê, acabou.",10.0
1216,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Entendeu?,Entendeu?,0.0
1217,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Tem brigas homéricas, mas acaba (riso)","Tem brigas homéricas, mas acaba. (riso)",1.0
1218,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E aí você fala assim, e eu também só aprendi isso quando fui morando na Espanha.","E aí você fala assim, e eu também só aprendi isso quando eu fui morar na Espanha.",6.0
1219,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, era aquela brigalhada na rua e, de repente, vamos então até logo.","Então, era aquela brigalhada na rua e, de repente, vamos então até logo.",0.0
1220,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Eu falava, mas como vai acabar assim essa briga?","Eu falava, mas como vai acabar assim essa briga?",0.0
1221,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Não vai acontecer nada (riso).,Não vai acontecer nada. (riso),2.0
1222,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Porque aqui sempre tem essa coisa do fluído, do um, dois, três, um, dois, três","Porque aqui sempre tem essa coisa dos fluído, do um, dois, três, um, dois, três",1.0
1223,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Lá é um, dois, três.","Lá é um, dois, três ",1.0
1224,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Acaba.,Acaba.,0.0
1225,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Aqui é o taconeio, né?","Aqui é o taconeio, né?",0.0
1226,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, elas têm em comum essas coisas.","Então, elas têm em comum essas coisas.",0.0
1227,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Diferentemente, as minhas tias, por parte de pai, são muito","Diferentemente, as minhas tias, por parte de pai, são muito",0.0
1228,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,tem uma inteligência verbal muito rápida e muito fluida.,() tem uma inteligência verbal muito rápida e muito fluida.,3.0
1229,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"As minhas tias por parte de mãe e a minha mãe são o afeto, as histórias, porque (tosse) elas são todas professoras.","As minhas tias por parte de mãe e a minha mãe são o afeto, as histórias, porque elas são todas professoras.",8.0
1230,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Então tem essa ques, e foram pro, inventoras, a minha mãe, as Navas e a as minhas tias, fundaram o ensino municipal aqui na cidade de São Paulo.",144.0
1231,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Não somente elas, várias outras professoras.","Não somente elas, várias outras professoras.",0.0
1232,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Só tinha o estadual e o prefeito, que eu me lembro o nome, resolveu fundar o ensino municipal e elas são dessa primeira leva.","Só tinha o estadual e o prefeito, que eu me lembro o nome, resolveu fundar o ensino municipal e elas são dessa primeira leva.",0.0
1233,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"elas davam aulas, elas e as suas colegas, em igreja, em quadra de escola de samba, e minha mãe deu muita aula em igreja, e ela conta até hoje que os alunos sentavam ali no... onde a gente... a joelha, né?","e davam au, elas davam aulas, elas e as suas colegas, em igreja, em quadra de escola de samba, e minha mãe deu muito aula em igreja, e ela conta até hoje que os alunos sentavam ali no, onde a gente ajoelha, né?",20.0
1234,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Para rezar, que eu não sei falar essa palavra, que é super complicada, genuflexório (riso), e escreviam nos bancos.","Para rezar, que eu não sei falar essa palavra, que é super complicada, genofluxório (risos) e, e escreviam nos bancos.",5.0
1235,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Eu sempre, quando minha filha senta assim, eu lembro da história da minha mãe, que dava aula do lado contrário da igreja, portanto, né?","Eu sempre, quando minha filha senta assim, eu lembro da história da minha mãe, que dava aula do ou, do lado contrário da igreja, portanto, né?",7.0
1236,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Em vez do altar, ela (riso) dava para lá.","Em vez do altar, ela dava para lá.",7.0
1237,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E eram todas igrejas de madeira, né?","E eram todas igrejas de madeira, né?",0.0
1238,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, tem toda uma história com as crianças e com a questão da educação muito forte por parte da família da minha mãe.","Então, tem toda uma história com, com as crianças e com a questão da educação muito forte por parte da família da minha mãe.",5.0
1239,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Agora, digamos, o traço é Almodóvar.","Agora, a digamos, o traço é Almodóvar. é",4.0
1240,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"É aquela coisa non-sense, né.","É aquela coisa não, non-sense. na",8.0
1241,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Aquela coisa dramática, aquela coisa impulsiva, de dizer coisas... Por exemplo, minha mãe, esse final de semana, passou na minha casa, estavam os nossos carros lá em frente, ela tocou a campainha e ninguém abriu.","Aquela coisa dramática, aquela coisa impulsiva, de dizer coisas a, por exemplo, minha mãe, esse final de semana, passou na minha casa, estavam os nossos carros lá em frente, ela tocou a campainha e ninguém abriu.",4.0
1242,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"saímos de táxi e aí ela ligou e falou, pensei que todo mundo tinha morrido","saímos de táxi e aí ela ligou e falou, pensei que todo mundo tinha morrido",0.0
1243,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,(risos),(risos) eh,3.0
1244,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Ela mudou.,É Almodóvar,9.0
1245,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Falei, como assim (riso)?","Falei, como assim? (risos)",3.0
1246,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,(risos) Só que todo mundo tinha morrido (riso).,Achou que todo mundo tinha morrido. (riso),11.0
1247,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, mas eu ( ) enfim, eu devo ser um pouco assim também, apesar de não estar tão acostumada, né. (riso). ","Então, mas eu, eh, eh, enfim, eu devo ser um pouco assim também, apesar de não estar tão acostumada, né.",16.0
1248,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Tem uma coisa mais exacerbada.,Tem uma coisa mais exacerbada. Aham,5.0
1249,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Agora, tem uma coisa do afeto, né, porque","Agora, tem uma coisa do afeto, né porque.",2.0
1250,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E do meu avô paterno, que eu não conhecia.","E do meu avô paterno, que eu não conhecia as mu, a.",9.0
1251,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"A família do meu avô paterno tem muitas mulheres, tem homens.","A família do meu avô paterno não tem muitas mulheres, tem homens.",4.0
1252,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Aí foi a história de um outro tipo de de de de ligação.,"Aí foi a história de um outro tipo de, de, de, de ligação.",3.0
1253,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Meu avô foi um dos fundadores do Partido Comunista no estado de São Paulo, no interior.",87.0
1254,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então ele, durante a minha infância e durante, eu vivia a ditadura, o começo, né, da ditadura, meio escondida com meu pai num sítio, não assim o tempo todo, mas tinha uma certa...","Então, ele durante a minha infância, e duran, âh, eu, eu vivi a ditadura, o começo, né, da ditadura, meio escondida com meu pai num sítio, não assim o tempo todo, mas tinha uma certa...",11.0
1255,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Não que a gente foi morar lá, mas não era uma coisa muito fácil, né?","Não que a gente foi morar lá, mas não era uma coisa muito fácil, né?",0.0
1256,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Ele perdeu o emprego, meu avô foi preso novamente e ele, nessa época, ele já era um escritor famoso e ãh os policiais eram da cidade de Marília, não queriam prender ele.","Ele perdeu o emprego, meu avô foi preso novamente e ele, nessa época, ele já era um escritor famoso e âh, os policiais eram da cidade de Marília, não queriam prender ele.",2.0
1257,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Porque ele era uma celebridade.,Porque ele era uma celebridade.,0.0
1258,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Ele tinha ganho o prêmio Jabuti, já, etecetera, etecetera",57.0
1259,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,E aí tiveram que prender.,E aí tiveram que prender.,0.0
1260,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então ele,  eu me lembro ele contando para gente e falando, pode vim, pode vim,(riso) eu sei que vocês têm que me prender.","Então, eu me, ele, eu me lembro ele contando para a gente e falando, pode vim, pode vim, eu sei que vocês têm que me prender. (risos)",25.0
1261,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Porque é uma cidade micra, né? Aham.","Porque é uma cidade micra, né? Aham",1.0
1262,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Nessa época.,Nessa época. e,2.0
1263,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,( ) Todo mundo se conhece.,Então tem. Todo mundo se conhece.,9.0
1264,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Todo mundo se conhece, ele sabia o que ia acontecer.","Todo mundo se conhece, ele sabia o que ia acontecer. e",2.0
1265,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,E minha avó tinha uma grande revolta por isso.,E minha avó tinha uma grande revolta por isso.,0.0
1266,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Porque ela que segurou, durante muitos anos, a história da família, que era muito extensa.","Porque ela que segurou, durante muitos anos, a história da família, que era muito extensa.",0.0
1267,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E ele era escritor, mas para ganhar a vida, ele era alfaiate.","E ele era escritor, mas para ganhar a vida, ele era alfaiate. Ah",3.0
1268,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, minha avó, ela teve que virar alfaiate também, junto com ele, porque ele ia para a cadeia e ela costurava., né. ","Então, minha avó, ela teve que virar alfaiate também, junto com ele, porque ele ia para a cadeia e ela costurava, né e.",4.0
1269,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E cuidava de uma família de cinco pessoas, né, que não é fácil, né, a gente sabe. Aham.","E cuidava de uma família de cinco pessoas, né, que não é fácil, né, a gente sabe.",6.0
1270,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E meu avô tinha uma coisa muito interessante, que eu tenho até hoje, nas etiquetas,","E meu avô tinha uma coisa muito interessante, que eu tenho até hoje, nas etiquetas,",0.0
1271,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"da da alfaiataria, ele colocava poemas.","da, da alfaiataria, ele colocava poemas.",1.0
1272,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E era muito gozado, porque ele gostava muito de um trecho do poema do Danuzio, que é um escritor, um poeta italiano eh digamos assim, mais ligado com com o conservadorismo, né.","E era muito gozado, porque ele gostava muito de um trecho do poema do Danuzio, que é um escritor, um poeta italiano, eh, digamos assim, mais ligado com a rea, com, com o conservadorismo, né, e, e.",20.0
1273,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E os amigos dele comunistas falavam, mas você bota isso, mas é arte.","E os, os amigos dele comunistas falavam, mas você bota isso, falou não mas é arte. e",16.0
1274,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Então ele era um artista dentro do, do Partido Comunista, né. E",63.0
1275,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,E como é que era isso?,E como é que era isso?,0.0
1276,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Mas é italiano mesmo esse poema. Era,Mas é italiano mesmo esse poema. Era,0.0
1277,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Tudo foi feito, tudo foi tentado.","Tudo foi feito, tudo foi tentado. e",2.0
1278,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E o que eu não consegui fazer, eu sonhei.","E o que eu não consegui fazer, eu sonhei.",0.0
1279,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Que lindo!,Que lindo!,0.0
1280,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Lindo, né?","Lindo, né? Lindo",6.0
1281,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,E essas etiquetas foram o que sobraram (riso) dos ternos que meu avô fazia (riso),E essas etiquetas foi o que sobraram dos ternos que meu avô fazia.,17.0
1282,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,A gente tem várias.,A gente tem várias. Né,3.0
1283,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,Chama Alfaiataria Rex.,22.0
1284,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"(riso) Essa daí, quer dizer, uma coisa bastante prosaica, numa cidade muito pequena.","(risos) Essa daí. Quer dizer, uma coisa bastante prosaica, numa cidade muito pequena.",3.0
1285,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Minhas tias, por parte de pais, sofreram muito por essa questão ambígua do que é ser filha de um de um artista comunista numa cidade tão pequena.","Minhas tias, por parte de pai, sofreram muito por essa questão ambígua do que é ser filha de um, de um artista comunista numa cidade tão pequena.",2.0
1286,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Nossa, com certeza. E","Nossa, com certeza. É. E",3.0
1287,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E você, você falou que passou grandes períodos também numa fazenda.","E você, você falou que você passou grandes períodos, eh, também numa fazenda.",10.0
1288,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Você cresceu em São Paulo?,Mas você cresceu em São Paulo?,5.0
1289,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Não, isso aí... Como foi sua infância?","Não, isso aí. Como foi sua infância? A",4.0
1290,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,A minha infância é completamente urbana.,A minha infância é completamente urbana.,0.0
1291,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Nós tínhamos um sítio, temos ainda em Mairiporã, não é uma fazenda, mas para mim, com sete, oito anos, era uma coisa de louco. e",128.0
1292,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E eu me lembro, na verdade, não é que a gente passava tempos lá.","E eu me lembro, na verdade, não é que a gente passava tempos lá. né",3.0
1293,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"No período da ditadura, teve um determinado momento, quando começaram a ser feitas as prisões, que eu me lembro, não de ter ficado períodos, mas de ouvir o rádio no sítio, rádio a pilha, porque não tinha luz, das prisões.","No período da ditadura, teve um determinado momento, quando começaram a ser feitas as prisões, que eu me lembro, não de ter ficado períodos, mas de ouvir o rádio no sítio, rádio à pilha, porque não tinha luz, das prisões.",1.0
1294,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Porque davam as listas das pessoas que estavam sendo.,Porque davam as listas das pessoas que estavam sendo.,0.0
1295,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E minha mãe falava, ah, seu pai não está aqui, porque ele está em outro lugar.","E minha mãe falava, ah, seu pai não está aqui, porque ele está em outro lugar.",0.0
1296,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Não é que eu estava lá escondida com meu pai.,Não é que eu estava lá escondida com meu pai.,0.0
1297,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Eu me lembro desse sítio.,Eu me lembro desse sítio.,0.0
1298,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Eu me lembro da ditadura nesse sítio.,Eu me lembro da ditadura nesse sítio.,0.0
1299,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,A vida a vida nossa continua normal.,"Vida, a vida nossa continua normal. é que",10.0
1300,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,"Meu pai era advogado do sindicato do, dos eh, dos arrumadores, que são os estivadores, né. Uhum. No Porto de Santos.",116.0
1301,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Ele era da construção civil, então ele estava ligado em determinadas estruturas, digamos assim, visadas.","Ele era da construção civil, então ele estava ligado em determinadas estruturas, digamos assim, visadas.",0.0
1302,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Então, não é que ele ficou escondido com a gente no sítio e nós tivemos que fugir.","Então, ele não é que ele ficou escondido com a gente no sítio e nós tivemos que fugir.",4.0
1303,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Não, não é isso.","Não, não é isso. é",2.0
1304,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,É que ele estava um pouco afastado e acho que minha mãe contava.,É que ele estava um pouco afastado e acho que minha mãe contava.,0.0
1305,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Não, nós estamos aqui no sítio, passando o fim de semana ou as férias.","Não, nós estamos aqui no sítio, passando o fim de semana ou as férias.",0.0
1306,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Isso, para uma criança, parece uma vida. Uhum. ","Isso, para uma criança, parece uma vida. Uhum.",1.0
1307,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,E eu me lembro do rádio dando a lista.,E eu me lembro do rádio dando a lista.,0.0
1308,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Eu lembro da lista.,Eu lembro da lista.,0.0
1309,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Eu ficava olhando e falava, nossa, mas é muita gente, né?","Eu ficava olhando e falava, nossa, mas é muita gente, né? e",2.0
1310,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"E eu tinha, eu era muito pequena, né?","E eu tinha, eu era muito pequena, né?",0.0
1311,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Eu estava no primário (tosse). Seis, sete anos. É.","Eu estava no primário. Seis, sete anos. É.",8.0
1312,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Mais um pouco, uns oito anos.","Mais um pouco, uns oito anos.",0.0
1313,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Eu estava no primário.,Eu estava no primário.,0.0
1314,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Não sei, datas eu sou péssima (tosse). ","Não sei, datas eu sou péssima.",9.0
1315,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Mas eu me lembro dessa questão da gente não ter luz, porque não tinha.","Mas eu me lembro dessa questão da gente não ter luz, porque não tinha.",0.0
1316,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Por outro lado, esse sítio me traz lembranças fantásticas.","Por outro lado, esse sítio me traz lembranças fantásticas.",0.0
1317,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Tinha os grilos, tinha as histórias.","Tinha os grilos, tinha as histórias.",0.0
1318,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,###,0.0
1319,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Ela escreve bem, ela fala bem, e ela tem um dom com criança e bichos, né. ","Se ela tivesse, ela escreve bem, ela fala bem, e eh, e ela tem um dom com criança e bichos, né.",24.0
1320,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,Os bichos adoram ela.,Os bichos adoram ela.,0.0
1321,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"As crianças até hoje, que ela já está bisa, né, adoram ela.","As crianças até hoje, que ela já está bisa, né, adoram ela.",0.0
1322,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Minha filha adora, eu adoro.","Minha filha adora, eu adoro.",0.0
1323,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,###,Sempre teve uma disputa por essa filha e as outras Navas meio ciumentas.,72.0
1324,PC_MA_HV205_Cássia Navas Alves de Castro,502,533,"Né, (riso) minha mãe e minha outra tia.",Né. Minha mãe e minha outra tia.,9.0
